"Community
Number","Community
Name",Level,"Room
Number",Room Typem,Room Type Style,"Care
Type",Grade," Gross Unit 
Area (sqft) ","Vacant 
Day",Resident Move in Date,Room Market Price,Resident Actual Rent Payment ,Room Discount
10369,Cherry Hill,Second,227,One Bedroom,One Bedroom,AL,B,  531 ,,2/28/2014,"$6,280 ","$3,335 ","($2,945)"
10369,Cherry Hill,Second,228,Studio,Studio,AL,B,  418 ,,5/6/2007,"$4,090 ","$5,810 ","$1,720 "
10369,Cherry Hill,Second,230,One Bedroom,One Bedroom,AL,A,  511 ,,12/27/2016,"$5,200 ","$4,576 ",($624)
10369,Cherry Hill,Second,231,Studio,Studio,AL,B,  311 ,,8/1/2013,"$3,830 ",$646 ,"($3,185)"
10369,Cherry Hill,Second,232,One Bedroom,One Bedroom,AL,A,  435 ,,1/31/2017,"$4,880 ","$5,103 ",$223 
10369,Cherry Hill,Second,233,Studio,Studio,AL,B,  333 ,,10/31/2018,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Second,234,One Bedroom,One Bedroom,AL,A,  435 ,,6/30/2019,"$4,880 ","$4,100 ",($780)
10369,Cherry Hill,Second,235,Studio,Studio,AL,B,  333 ,,7/31/2019,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Second,236,Studio,Studio,AL,B,  311 ,,10/31/2018,"$3,830 ","$3,700 ",($130)
10369,Cherry Hill,Second,237,Studio,Studio,AL,B,  333 ,,3/25/2019,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Second,239,Studio,Studio,AL,B,  311 ,,10/15/2007,"$3,830 ",$596 ,"($3,235)"
10369,Cherry Hill,Second,240,Studio,Studio,AL,B,  311 ,,6/29/2019,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Second,242,Studio,Studio,AL,B,  333 ,,4/8/2019,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Second,244,Studio,Studio,AL,B,  333 ,,2/1/2012,"$3,830 ","$1,152 ","($2,679)"
10369,Cherry Hill,Second,245,Studio,Studio,AL,B,  333 ,,2/20/2019,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Second,246,One Bedroom,One Bedroom,AL,B,  435 ,,6/30/2019,"$4,880 ","$4,880 ",$0 
10369,Cherry Hill,Second,247,One Bedroom,One Bedroom,AL,B,  435 ,49,,"$4,880 ",$0 ,"($4,880)"
10369,Cherry Hill,Second,248,Studio,Studio,AL,B,  418 ,,4/30/2019,"$4,090 ","$3,900 ",($190)
10369,Cherry Hill,Second,249,One Bedroom,One Bedroom,AL,B,  435 ,,7/31/2015,"$4,880 ","$3,106 ","($1,774)"
10369,Cherry Hill,Second,250,Studio,Studio,AL,B,  311 ,,6/29/2019,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Second,252,Studio,Studio,AL,A,  333 ,,2/20/2017,"$3,830 ","$4,005 ",$175 
10369,Cherry Hill,Second,253,Studio,Studio,AL,B,  368 ,,12/31/2018,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Second,254,Studio,Studio,AL,A,  333 ,,4/25/2018,"$3,830 ","$3,971 ",$141 
10369,Cherry Hill,Second,255,Studio,Studio,AL,B,  333 ,,9/30/2018,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Second,256,One Bedroom,One Bedroom,AL,A,  435 ,,6/30/2016,"$4,880 ","$5,115 ",$235 
10369,Cherry Hill,Second,257,One Bedroom,One Bedroom,AL,B,  427 ,,11/26/2016,"$6,280 ","$3,241 ","($3,039)"
10369,Cherry Hill,Second,258,Studio,Studio,AL,A,  418 ,,3/26/2019,"$4,090 ","$3,900 ",($190)
10369,Cherry Hill,Second,259,One Bedroom,One Bedroom,AL,A,  531 ,,6/27/2019,"$5,200 ","$5,200 ",$0 
10369,Cherry Hill,Third,310,Studio,Studio,AL,B,  311 ,,9/18/2018,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Third,311,One Bedroom,One Bedroom,AL,B,  435 ,,5/22/2016,"$4,880 ","$4,872 ",($8)
10369,Cherry Hill,Third,312,Studio,Studio,AL,A,  333 ,,5/31/2017,"$3,830 ","$3,511 ",($319)
10369,Cherry Hill,Third,313,Studio,Studio,AL,B,  333 ,,2/20/2019,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Third,314,Studio,Studio,AL,A,  333 ,,9/25/2017,"$3,830 ","$4,005 ",$175 
10369,Cherry Hill,Third,315,One Bedroom,One Bedroom,AL,B,  435 ,,10/8/2019,"$4,880 ","$5,200 ",$320 
10369,Cherry Hill,Third,316,One Bedroom,One Bedroom,AL,A,  435 ,,2/18/2016,"$4,880 ","$5,115 ",$235 
10369,Cherry Hill,Third,318,Studio,Studio,AL,B,  438 ,,10/31/2018,"$3,940 ","$3,940 ",$0 
10369,Cherry Hill,Third,320,Studio,Studio,AL,B,  311 ,,6/3/2019,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Third,321,One Bedroom,One Bedroom,AL,B,  435 ,,9/15/2019,"$4,880 ","$4,880 ",$0 
10369,Cherry Hill,Third,322,Studio,Studio,AL,B,  333 ,,10/31/2016,"$3,830 ","$4,002 ",$172 
10369,Cherry Hill,Third,323,Studio,Studio,AL,B,  333 ,,8/31/2018,"$3,830 ","$3,650 ",($180)
10369,Cherry Hill,Third,324,Studio,Studio,AL,B,  333 ,,12/14/2018,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Third,325,One Bedroom,One Bedroom,AL,B,  333 ,,7/31/2019,"$4,880 ","$4,880 ",$0 
10369,Cherry Hill,Third,326,One Bedroom,One Bedroom,AL,B,  435 ,,6/30/2017,"$4,880 ","$5,103 ",$223 
10369,Cherry Hill,Third,328,Studio,Studio,AL,B,  438 ,,10/15/2018,"$3,940 ","$3,940 ",$0 
10369,Cherry Hill,Third,330,One Bedroom,One Bedroom,AL,A,  511 ,,7/19/2019,"$5,200 ","$5,200 ",$0 
10369,Cherry Hill,Third,331,Studio,Studio,AL,B,  311 ,,5/14/2019,"$3,830 ","$3,795 ",($35)
10369,Cherry Hill,Third,332,One Bedroom,One Bedroom,AL,A,  435 ,,9/20/2017,"$4,880 ","$3,977 ",($903)
10369,Cherry Hill,Third,333,Studio,Studio,AL,B,  333 ,,10/14/2016,"$3,830 ","$3,818 ",($12)
10369,Cherry Hill,Third,334,One Bedroom,One Bedroom,AL,A,  435 ,365,,"$4,880 ",$0 ,"($4,880)"
10369,Cherry Hill,Third,335,Studio,Studio,AL,B,  333 ,,4/19/2019,"$3,830 ","$3,795 ",($35)
10369,Cherry Hill,Third,336,Studio,Studio,AL,B,  311 ,,9/12/2018,"$3,830 ","$3,395 ",($435)
10369,Cherry Hill,Third,337,Studio,Studio,AL,B,  333 ,,12/31/2018,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Third,339,Studio,Studio,AL,B,  311 ,,2/21/2019,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Third,340,Studio,Studio,AL,B,  311 ,18,,"$3,830 ",$0 ,"($3,830)"
10369,Cherry Hill,Third,341,Studio,Studio,AL,B,  320 ,,2/29/2016,"$3,830 ","$3,662 ",($168)
10369,Cherry Hill,Third,342,Studio,Studio,AL,B,  333 ,,3/31/2019,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Third,343,Studio,Studio,AL,B,  368 ,,12/9/2013,"$3,830 ","$4,005 ",$175 
10369,Cherry Hill,Third,344,Studio,Studio,AL,B,  333 ,,11/27/2015,"$3,830 ","$3,677 ",($153)
10369,Cherry Hill,Third,345,Studio,Studio,AL,B,  333 ,,3/7/2017,"$3,830 ","$4,005 ",$175 
10369,Cherry Hill,Third,346,One Bedroom,One Bedroom,AL,B,  435 ,,10/31/2016,"$4,880 ","$3,400 ","($1,480)"
10369,Cherry Hill,Third,347,One Bedroom,One Bedroom,AL,B,  435 ,,6/28/2017,"$4,880 ","$5,103 ",$223 
10369,Cherry Hill,Third,348,Studio,Studio,AL,B,  438 ,,3/9/2018,"$3,940 ","$3,940 ",$0 
10369,Cherry Hill,Third,350,Studio,Studio,AL,B,  311 ,,6/19/2017,"$3,830 ","$3,795 ",($35)
10369,Cherry Hill,Third,351,Studio,Studio,AL,B,  320 ,,5/31/2019,"$3,830 ","$3,700 ",($130)
10369,Cherry Hill,Third,352,Studio,Studio,AL,A,  333 ,,5/24/2019,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Third,353,Studio,Studio,AL,B,  368 ,,9/30/2019,"$3,940 ","$3,940 ",$0 
10369,Cherry Hill,Third,354,Studio,Studio,AL,A,  333 ,,5/16/2019,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Third,355,Studio,Studio,AL,B,  333 ,,2/28/2019,"$3,830 ","$3,830 ",$0 
10369,Cherry Hill,Third,356,One Bedroom,One Bedroom,AL,A,  435 ,,4/30/2018,"$4,880 ","$3,971 ",($909)
10369,Cherry Hill,Third,357,One Bedroom,One Bedroom,AL,B,  435 ,,11/24/2017,"$4,880 ","$5,264 ",$384 
10369,Cherry Hill,Third,358,Studio,Studio,AL,B,  438 ,,8/31/2012,"$4,090 ","$2,372 ","($1,718)"
10367,Stafford,First,100,Studio,Studio,AL,A,  264 ,,1/22/2018,"$4,830 ","$5,140 ",$310 
10367,Stafford,First,101,One Bedroom,One Bedroom,AL,A,  373 ,,8/10/2017,"$5,770 ","$6,082 ",$312 
10367,Stafford,First,102,Studio,Studio,AL,A,  264 ,,12/31/2018,"$4,830 ","$4,830 ",$0 
10367,Stafford,First,103,One Bedroom,One Bedroom,AL,A,  373 ,,11/7/2018,"$5,880 ","$5,880 ",$0 
10367,Stafford,First,104,One Bedroom,One Bedroom,AL,A,  373 ,,1/28/2017,"$5,880 ","$5,708 ",($172)
10367,Stafford,First,105,Studio,Studio,AL,A,  264 ,,10/30/2018,"$4,830 ","$4,830 ",$0 
10367,Stafford,First,106,Studio,Studio,AL,A,  264 ,,8/29/2017,"$4,830 ","$5,086 ",$256 
10367,Stafford,First,107,Studio,Studio,AL,A,  264 ,,4/28/2019,"$4,830 ","$4,830 ",$0 
10367,Stafford,First,108,One Bedroom,One Bedroom,AL,A,  373 ,,7/13/2018,"$5,770 ","$5,770 ",$0 
10367,Stafford,First,109,One Bedroom,One Bedroom,AL,A,  373 ,,4/30/2016,"$5,880 ","$6,276 ",$396 
10367,Stafford,First,110,Studio,Studio,AL,A,  264 ,,12/31/2016,"$4,830 ","$4,595 ",($235)
10367,Stafford,First,111,One Bedroom,One Bedroom,AL,A,  373 ,,5/22/2019,"$5,770 ","$5,770 ",$0 
10367,Stafford,First,112,One Bedroom,One Bedroom,AL,A,  373 ,,9/30/2019,"$5,770 ","$5,770 ",$0 
10367,Stafford,First,113,Studio,Studio,AL,A,  264 ,,5/14/2019,"$4,830 ","$4,830 ",$0 
10367,Stafford,First,114,Studio,Studio,AL,A,  264 ,,7/27/2016,"$4,830 ","$5,630 ",$800 
10367,Stafford,First,115,Studio,Studio,AL,A,  264 ,,5/30/2019,"$4,830 ","$4,830 ",$0 
10367,Stafford,First,116,Studio,Studio,AL,A,  264 ,,9/30/2019,"$4,830 ","$4,830 ",$0 
10367,Stafford,First,117,Studio,Studio,AL,A,  264 ,,2/28/2019,"$4,830 ","$4,830 ",$0 
10367,Stafford,First,118,Studio,Studio,AL,A,  264 ,,11/18/2013,"$4,830 ","$2,178 ","($2,653)"
10367,Stafford,First,119,Studio,Studio,AL,A,  264 ,,12/31/2017,"$4,830 ","$4,077 ",($753)
10367,Stafford,First,120,Studio,Studio,AL,A,  264 ,,6/7/2019,"$4,830 ","$4,830 ",$0 
10367,Stafford,First,121,One Bedroom,One Bedroom,AL,A,  373 ,,6/22/2018,"$5,770 ","$5,929 ",$159 
10367,Stafford,First,122,One Bedroom,One Bedroom,AL,A,  373 ,,7/29/2019,"$5,770 ","$5,770 ",$0 
10367,Stafford,First,123,Studio,Studio,AL,A,  264 ,,12/13/2018,"$4,830 ","$4,830 ",$0 
10367,Stafford,First,124,Studio,Studio,AL,A,  264 ,,12/14/2015,"$4,830 ","$5,630 ",$800 
10367,Stafford,First,125,Studio,Studio,AL,A,  264 ,,6/4/2001,"$4,830 ","$5,034 ",$204 
10367,Stafford,First,126,Studio,Studio,MC,A,  264 ,,6/6/2019,"$6,995 ","$6,995 ",$0 
10367,Stafford,First,129,Studio,Studio,MC,A,  264 ,,3/15/2019,"$6,995 ","$6,695 ",($300)
10367,Stafford,First,130,One Bedroom,One Bedroom,MC,A,  373 ,,5/6/2014,"$11,590 ","$5,770 ","($5,820)"
10367,Stafford,First,131,One Bedroom,One Bedroom,MC,A,  373 ,,6/12/2018,"$11,590 ","$4,970 ","($6,620)"
10367,Stafford,First,131,One Bedroom,One Bedroom,MC,A,  373 ,,5/31/2018,"$11,590 ","$4,970 ","($6,620)"
10367,Stafford,First,132,Studio,Studio,MC,A,  264 ,,6/1/2018,"$6,995 ","$5,955 ","($1,040)"
10367,Stafford,First,133,One Bedroom,One Bedroom,MC,A,  373 ,,1/21/2019,"$11,590 ","$5,375 ","($6,215)"
10367,Stafford,First,133,One Bedroom,One Bedroom,MC,A,  373 ,,8/27/2016,"$11,590 ","$5,375 ","($6,215)"
10367,Stafford,First,134,Studio,Studio,MC,A,  264 ,365,,"$6,995 ",$0 ,"($6,995)"
10367,Stafford,First,136,Studio,Studio,MC,A,  264 ,,6/12/2018,"$6,995 ","$6,693 ",($302)
10367,Stafford,Second,200,Studio,Studio,AL,A,  264 ,,9/30/2011,"$4,830 ","$5,584 ",$754 
10367,Stafford,Second,201,One Bedroom,One Bedroom,AL,A,  373 ,,2/28/2019,"$5,770 ","$5,770 ",$0 
10367,Stafford,Second,202,Studio,Studio,AL,A,  264 ,,10/30/2018,"$4,830 ","$4,830 ",$0 
10367,Stafford,Second,203,One Bedroom,One Bedroom,AL,A,  373 ,,6/7/2019,"$5,880 ","$5,770 ",($110)
10367,Stafford,Second,204,One Bedroom,One Bedroom,AL,A,  373 ,,10/31/2019,"$5,880 ","$5,680 ",($200)
10367,Stafford,Second,205,Studio,Studio,AL,A,  264 ,,6/30/2018,"$4,830 ","$4,963 ",$133 
10367,Stafford,Second,206,Studio,Studio,AL,A,  264 ,,5/18/2019,"$4,830 ","$4,830 ",$0 
10367,Stafford,Second,207,Studio,Studio,AL,A,  264 ,,5/30/2018,"$4,830 ","$4,985 ",$155 
10367,Stafford,Second,208,One Bedroom,One Bedroom,AL,A,  373 ,,4/30/2019,"$5,770 ","$5,770 ",$0 
10367,Stafford,Second,209,One Bedroom,One Bedroom,AL,A,  373 ,,5/30/2016,"$5,770 ","$6,723 ",$953 
10367,Stafford,Second,210,Studio,Studio,AL,A,  264 ,40,,"$4,830 ",$0 ,"($4,830)"
10367,Stafford,Second,212,One Bedroom,One Bedroom,AL,A,  373 ,,12/13/2018,"$5,770 ","$4,830 ",($940)
10367,Stafford,Second,213,Studio,Studio,AL,A,  264 ,,6/26/2004,"$4,830 ","$6,354 ","$1,524 "
10367,Stafford,Second,214,Studio,Studio,AL,A,  264 ,,9/26/2016,"$4,830 ","$5,310 ",$480 
10367,Stafford,Second,215,Studio,Studio,AL,A,  264 ,,12/4/2014,"$4,830 ","$5,173 ",$343 
10367,Stafford,Second,216,Studio,Studio,AL,A,  264 ,,4/3/2018,"$4,830 ","$5,007 ",$177 
10367,Stafford,Second,217,Studio,Studio,AL,A,  264 ,,8/31/2019,"$4,830 ","$4,830 ",$0 
10367,Stafford,Second,218,Studio,Studio,AL,A,  264 ,,3/25/2019,"$4,830 ","$4,830 ",$0 
10367,Stafford,Second,219,Studio,Studio,AL,A,  264 ,,11/25/2016,"$4,830 ","$5,121 ",$291 
10367,Stafford,Second,220,Studio,Studio,AL,A,  264 ,365,,"$4,830 ",$0 ,"($4,830)"
10367,Stafford,Second,221,One Bedroom,One Bedroom,AL,A,  373 ,,3/8/2019,"$5,770 ","$5,770 ",$0 
10367,Stafford,Second,222,One Bedroom,One Bedroom,AL,A,  373 ,,2/3/2018,"$5,770 ","$6,140 ",$370 
10367,Stafford,Second,223,Studio,Studio,AL,A,  264 ,,3/30/2018,"$4,830 ","$5,009 ",$179 
10367,Stafford,Second,224,Studio,Studio,AL,A,  264 ,,12/7/2014,"$4,830 ","$5,119 ",$289 
10367,Stafford,Second,225,Studio,Studio,AL,A,  264 ,,4/4/2018,"$4,830 ","$5,007 ",$177 
10367,Stafford,Second,226,Studio,Studio,AL,A,  264 ,,11/11/2016,"$4,830 ","$5,121 ",$291 
10367,Stafford,Second,227,One Bedroom,One Bedroom,AL,A,  373 ,,10/31/2019,"$5,770 ","$5,570 ",($200)
10367,Stafford,Second,228,One Bedroom,One Bedroom,AL,A,  373 ,56,,"$5,770 ",$0 ,"($5,770)"
10367,Stafford,Second,229,Studio,Studio,AL,B,  264 ,,6/18/2018,"$4,830 ","$4,963 ",$133 
10367,Stafford,Second,230,One Bedroom,One Bedroom,AL,B,  373 ,,1/29/2019,"$5,770 ","$5,770 ",$0 
10367,Stafford,Second,231,One Bedroom,One Bedroom,AL,B,  373 ,,10/31/2017,"$5,770 ","$5,848 ",$78 
10367,Stafford,Second,232,Studio,Studio,AL,B,  264 ,,11/23/2018,"$4,830 ","$4,830 ",$0 
10367,Stafford,Second,233,One Bedroom,One Bedroom,AL,A,  373 ,,10/31/2019,"$5,770 ","$5,570 ",($200)
10367,Stafford,Second,234,One Bedroom,One Bedroom,AL,A,  373 ,,7/31/2019,"$5,770 ","$5,770 ",$0 
10367,Stafford,Second,235,One Bedroom,One Bedroom,AL,B,  373 ,67,,"$5,880 ",$0 ,"($5,880)"
10367,Stafford,Second,236,One Bedroom,One Bedroom,AL,B,  373 ,,10/20/2017,"$5,770 ","$3,646 ","($2,124)"
10367,Stafford,Second,237,Studio,Studio,AL,A,  264 ,,5/14/2016,"$4,830 ","$5,264 ",$434 
10367,Stafford,Second,238,One Bedroom,One Bedroom,AL,A,  373 ,,7/30/2019,"$5,770 ","$5,770 ",$0 
10367,Stafford,Second,239,Studio,Studio,AL,A,  264 ,,5/20/2015,"$4,830 ","$5,451 ",$621 
10368,Voorhees,First,101,Studio,Studio,AL,A,  264 ,,4/30/2019,"$3,940 ","$3,000 ",($940)
10368,Voorhees,First,102,One Bedroom,One Bedroom,AL,A,  395 ,,3/23/2019,"$4,910 ","$4,495 ",($415)
10368,Voorhees,First,103,Studio,Studio,AL,B,  264 ,,9/30/2017,"$3,940 ","$4,172 ",$232 
10368,Voorhees,First,104,One Bedroom,One Bedroom,AL,A,  395 ,,1/31/2015,"$4,910 ","$5,262 ",$352 
10368,Voorhees,First,105,One Bedroom,One Bedroom,AL,A,  395 ,,12/28/2018,"$4,910 ","$5,380 ",$470 
10368,Voorhees,First,106,One Bedroom,One Bedroom,AL,A,  395 ,,3/15/2014,"$5,380 ","$4,951 ",($429)
10368,Voorhees,First,107,One Bedroom,One Bedroom,AL,A,  395 ,,11/30/2017,"$5,380 ","$5,125 ",($255)
10368,Voorhees,First,108,Studio,Studio,AL,B,  264 ,,6/24/2015,"$3,940 ","$2,459 ","($1,481)"
10368,Voorhees,First,109,One Bedroom,One Bedroom,AL,A,  395 ,,11/13/2018,"$5,380 ","$5,380 ",$0 
10368,Voorhees,First,110,One Bedroom,One Bedroom,AL,A,  395 ,,7/31/2014,"$5,380 ","$5,650 ",$270 
10368,Voorhees,First,111,Studio,Studio,AL,B,  264 ,,9/30/2015,"$3,940 ","$2,802 ","($1,138)"
10368,Voorhees,First,112,One Bedroom,One Bedroom,AL,B,  395 ,,10/31/2019,"$5,030 ","$4,200 ",($830)
10368,Voorhees,First,113,One Bedroom,One Bedroom,AL,B,  395 ,,2/28/2011,"$5,720 ","$2,678 ","($3,042)"
10368,Voorhees,First,114,Studio,Studio,AL,A,  264 ,,3/31/2018,"$3,940 ","$4,174 ",$234 
10368,Voorhees,First,115,Studio,Studio,AL,A,  264 ,,3/31/2019,"$3,940 ","$3,495 ",($445)
10368,Voorhees,First,116,Studio,Studio,AL,A,  264 ,94,,"$3,940 ",$0 ,"($3,940)"
10368,Voorhees,First,117,Studio,Studio,AL,A,  264 ,,1/31/2017,"$3,940 ","$4,172 ",$232 
10368,Voorhees,First,118,One Bedroom,One Bedroom,AL,B,  395 ,,6/16/2014,"$5,030 ","$4,807 ",($223)
10368,Voorhees,First,120,Studio,Studio,AL,B,  264 ,,2/13/2017,"$3,940 ","$3,940 ",$0 
10368,Voorhees,First,121,Studio,Studio,AL,B,  264 ,,4/10/2017,"$3,940 ","$4,172 ",$232 
10368,Voorhees,First,122,Studio,Studio,AL,B,  264 ,,10/31/2013,"$3,940 ","$1,396 ","($2,544)"
10368,Voorhees,First,123,Studio,Studio,AL,B,  264 ,,6/23/2019,"$3,940 ","$3,395 ",($545)
10368,Voorhees,First,124,Studio,Studio,AL,A,  264 ,,8/29/2018,"$3,940 ","$3,750 ",($190)
10368,Voorhees,First,125,Studio,Studio,AL,A,  264 ,,5/15/2019,"$3,940 ","$3,395 ",($545)
10368,Voorhees,First,126,Studio,Studio,AL,A,  264 ,,9/17/2019,"$3,940 ","$3,670 ",($270)
10368,Voorhees,First,127,Studio,Studio,MC,B,  264 ,18,,"$6,995 ",$0 ,"($6,995)"
10368,Voorhees,First,128,Shared Suite,Shared Suite,MC,A,  395 ,,8/6/2015,"$11,590 ","$5,795 ","($5,795)"
10368,Voorhees,First,130,Studio,Studio,MC,A,  264 ,,2/18/2019,"$6,995 ","$6,080 ",($915)
10368,Voorhees,First,134,Studio,Studio,MC,B,  264 ,,5/31/2017,"$6,995 ","$6,995 ",$0 
10368,Voorhees,First,135,Studio,Studio,MC,A,  264 ,,10/3/2017,"$6,995 ","$6,995 ",$0 
10368,Voorhees,First,137,Studio,Studio,MC,B,  264 ,,2/28/2018,"$6,995 ","$6,598 ",($397)
10368,Voorhees,Second,201,Studio,Studio,AL,A,  264 ,,12/31/2017,"$3,940 ","$4,010 ",$70 
10368,Voorhees,Second,202,One Bedroom,One Bedroom,AL,A,  395 ,,9/29/2019,"$4,910 ","$4,575 ",($335)
10368,Voorhees,Second,203,Studio,Studio,AL,A,  264 ,,10/29/2019,"$3,940 ","$3,395 ",($545)
10368,Voorhees,Second,204,One Bedroom,One Bedroom,AL,A,  395 ,365,,"$5,720 ",$0 ,"($5,720)"
10368,Voorhees,Second,205,One Bedroom,One Bedroom,AL,A,  395 ,,4/30/2016,"$4,910 ","$5,092 ",$182 
10368,Voorhees,Second,206,One Bedroom,One Bedroom,AL,A,  395 ,64,,"$4,910 ",$0 ,"($4,910)"
10368,Voorhees,Second,207,One Bedroom,One Bedroom,AL,A,  395 ,,1/8/2019,"$4,910 ","$4,910 ",$0 
10368,Voorhees,Second,208,Studio,Studio,AL,B,  264 ,,7/27/2019,"$3,940 ","$3,495 ",($445)
10368,Voorhees,Second,209,One Bedroom,One Bedroom,AL,B,  395 ,,10/31/2019,"$4,910 ","$4,695 ",($215)
10368,Voorhees,Second,210,One Bedroom,One Bedroom,AL,B,  395 ,,10/4/2019,"$4,910 ","$5,010 ",$100 
10368,Voorhees,Second,211,Studio,Studio,AL,B,  264 ,365,,"$3,940 ",$0 ,"($3,940)"
10368,Voorhees,Second,212,One Bedroom,One Bedroom,AL,B,  395 ,365,,"$4,910 ",$0 ,"($4,910)"
10368,Voorhees,Second,213,One Bedroom,One Bedroom,AL,B,  395 ,,6/30/2019,"$5,720 ","$4,795 ",($925)
10368,Voorhees,Second,214,Studio,Studio,AL,A,  264 ,,6/27/2014,"$3,940 ","$3,030 ",($910)
10368,Voorhees,Second,215,Studio,Studio,AL,A,  264 ,,12/31/2018,"$3,940 ","$3,940 ",$0 
10368,Voorhees,Second,216,Studio,Studio,AL,A,  264 ,338,,"$3,940 ",$0 ,"($3,940)"
10368,Voorhees,Second,217,Studio,Studio,AL,A,  264 ,,10/31/2015,"$3,940 ","$1,489 ","($2,452)"
10368,Voorhees,Second,218,One Bedroom,One Bedroom,AL,A,  395 ,,8/31/2019,"$4,910 ","$4,795 ",($115)
10368,Voorhees,Second,219,One Bedroom,One Bedroom,AL,A,  395 ,,7/4/2019,"$4,910 ","$4,795 ",($115)
10368,Voorhees,Second,220,Studio,Studio,AL,A,  264 ,365,,"$3,940 ",$0 ,"($3,940)"
10368,Voorhees,Second,221,Studio,Studio,AL,A,  264 ,,3/21/2017,"$3,940 ","$4,172 ",$232 
10368,Voorhees,Second,222,Studio,Studio,AL,A,  264 ,,7/31/2019,"$3,940 ","$3,395 ",($545)
10368,Voorhees,Second,223,Studio,Studio,AL,B,  264 ,,7/31/2019,"$3,940 ","$3,495 ",($445)
10368,Voorhees,Second,224,Studio,Studio,AL,B,  264 ,,4/19/2019,"$3,940 ","$3,495 ",($445)
10368,Voorhees,Second,225,Studio,Studio,AL,B,  264 ,36,,"$3,940 ",$0 ,"($3,940)"
10368,Voorhees,Second,226,Studio,Studio,AL,B,  264 ,365,,"$3,940 ",$0 ,"($3,940)"
10368,Voorhees,Second,227,Studio,Studio,AL,A,  264 ,,3/20/2017,"$3,940 ","$4,172 ",$232 
10368,Voorhees,Second,228,One Bedroom,One Bedroom,AL,A,  395 ,,10/31/2018,"$4,910 ","$4,910 ",$0 
10368,Voorhees,Second,229,One Bedroom,One Bedroom,AL,A,  395 ,,6/20/2018,"$5,720 ","$4,541 ","($1,179)"
10368,Voorhees,Second,230,Studio,Studio,AL,B,  264 ,,10/12/2019,"$3,940 ","$3,200 ",($740)
10368,Voorhees,Second,231,One Bedroom,One Bedroom,AL,B,  395 ,,12/31/2016,"$4,910 ","$4,522 ",($388)
10368,Voorhees,Second,232,One Bedroom,One Bedroom,AL,B,  395 ,,9/15/2010,"$4,910 ","$4,538 ",($372)
10368,Voorhees,Second,233,Studio,Studio,AL,B,  264 ,,6/19/2018,"$3,940 ","$3,644 ",($296)
10368,Voorhees,Second,234,Studio,Studio,AL,C,  264 ,,6/30/2014,"$3,940 ","$1,320 ","($2,620)"
10368,Voorhees,Second,235,Studio,Studio,AL,C,  264 ,,10/31/2019,"$3,940 ","$3,200 ",($740)
10368,Voorhees,Second,236,One Bedroom,One Bedroom,AL,C,  395 ,,4/9/2015,"$5,720 ","$2,107 ","($3,613)"
10368,Voorhees,Second,237,One Bedroom,One Bedroom,AL,C,  395 ,,9/21/2019,"$4,910 ","$4,200 ",($710)
10368,Voorhees,Second,238,Studio,Studio,AL,B,  264 ,49,,"$3,940 ",$0 ,"($3,940)"
10368,Voorhees,Second,239,One Bedroom,One Bedroom,AL,B,  395 ,,8/22/2016,"$4,910 ","$4,966 ",$56 
10368,Voorhees,Second,240,Studio,Studio,AL,B,  264 ,,5/20/2019,"$3,940 ","$3,395 ",($545)
10343,Meridian,1st Floor,1101,Studio,Studio,AL,A,  400 ,,8/22/2018,"$3,680 ","$1,900 ","($1,780)"
10343,Meridian,1st Floor,1103,One Bedroom,One Bedroom,AL,B,  590 ,51,,"$4,285 ",$0 ,"($4,285)"
10343,Meridian,1st Floor,1105,Studio,Studio,AL,B,  400 ,,9/22/2017,"$3,510 ","$2,765 ",($745)
10343,Meridian,1st Floor,1107,Studio,Studio,AL,C,  400 ,,11/30/2018,"$3,510 ","$1,900 ","($1,610)"
10343,Meridian,1st Floor,1108,Studio,Studio,AL,B,  400 ,,6/26/2018,"$3,510 ","$2,450 ","($1,060)"
10343,Meridian,1st Floor,1109,One Bedroom,One Bedroom,AL,B,  590 ,,6/30/2016,"$3,955 ","$3,077 ",($878)
10343,Meridian,1st Floor,1110,Studio,Studio,AL,B,  400 ,,8/15/2019,"$3,510 ","$2,600 ",($910)
10343,Meridian,1st Floor,1111,Studio,Studio,AL,B,  400 ,54,,"$3,510 ",$0 ,"($3,510)"
