"Community
Number","Community
Name",Level,"Room
Number",Room Typem,Room Type Style,"Care
Type",Grade," Gross Unit 
Area (sqft) ","Vacant 
Day",Resident Move in Date,Room Market Price,Resident Actual Rent Payment ,Room Discount
10360,Fresno,First,169,Two Bedroom,Two Bedroom,AL,C,  938 ,,10/31/2019,"$4,310 ","$4,310 ",$0 
10360,Fresno,First,169,Two Bedroom,Two Bedroom,AL,C,  938 ,,11/24/2017,"$4,310 ","$4,310 ",$0 
10360,Fresno,First,170,One Bedroom,One Bedroom,AL,C,  679 ,,5/30/2019,"$3,480 ","$2,500 ",($980)
10360,Fresno,First,171,One Bedroom,One Bedroom,AL,C,  679 ,,8/13/2017,"$3,480 ","$3,536 ",$56 
10360,Fresno,First,172,Two Bedroom,Two Bedroom,IL,C,  938 ,,2/28/2015,"$3,474 ","$4,108 ",$634 
10360,Fresno,First,173,One Bedroom,One Bedroom,IL,B,  679 ,,10/14/2019,"$2,949 ","$2,949 ",$0 
10360,Fresno,First,174,One Bedroom,One Bedroom,IL,C,  679 ,,10/20/2018,"$2,874 ","$2,200 ",($674)
10360,Fresno,First,175,One Bedroom,One Bedroom,IL,B,  679 ,,3/31/2017,"$2,949 ","$3,511 ",$562 
10360,Fresno,First,176,Two Bedroom,Two Bedroom,IL,C,  938 ,,5/31/2018,"$3,599 ","$3,691 ",$92 
10360,Fresno,First,177,One Bedroom,One Bedroom,IL,B,  679 ,,6/1/2011,"$2,924 ","$3,537 ",$613 
10360,Fresno,First,178,One Bedroom,One Bedroom,IL,B,  679 ,,3/31/2019,"$2,974 ","$2,550 ",($424)
10360,Fresno,First,179,One Bedroom,One Bedroom,IL,B,  679 ,,12/31/2016,"$2,949 ","$3,511 ",$562 
10360,Fresno,First,180,Two Bedroom,Two Bedroom,IL,B,  938 ,,6/5/2017,"$3,649 ",$640 ,"($3,009)"
10360,Fresno,First,181,One Bedroom,One Bedroom,IL,B,  679 ,,1/31/2018,"$2,974 ","$3,186 ",$212 
10360,Fresno,First,182,Two Bedroom,Two Bedroom,IL,A,  938 ,,7/31/2013,"$3,499 ","$2,500 ",($999)
10360,Fresno,First,183,One Bedroom,One Bedroom,IL,A,  679 ,,9/30/2018,"$2,899 ","$2,200 ",($699)
10360,Fresno,First,184,One Bedroom,One Bedroom,IL,A,  679 ,,7/31/2018,"$2,949 ","$2,385 ",($564)
10360,Fresno,First,185,One Bedroom,One Bedroom,IL,A,  679 ,,8/28/2019,"$2,949 ","$2,850 ",($99)
10360,Fresno,First,186,One Bedroom,One Bedroom,IL,A,  679 ,,10/31/2018,"$2,949 ","$2,949 ",$0 
10360,Fresno,First,187,Two Bedroom,Two Bedroom,IL,A,  938 ,,2/28/2019,"$3,499 ","$3,499 ",$0 
10360,Fresno,First,188,Two Bedroom,Two Bedroom,IL,A,  938 ,,6/30/2019,"$3,499 ",$200 ,"($3,299)"
10360,Fresno,Second,200,Two Bedroom,Two Bedroom,IL,A,  938 ,,6/30/2019,"$3,424 ",$200 ,"($3,224)"
10360,Fresno,Second,201,One Bedroom,One Bedroom,IL,A,  679 ,,5/31/2013,"$2,824 ","$2,773 ",($51)
10360,Fresno,Second,202,One Bedroom,One Bedroom,IL,A,  679 ,,7/17/2019,"$2,849 ","$2,200 ",($649)
10360,Fresno,Second,203,One Bedroom,One Bedroom,IL,A,  679 ,,10/22/2017,"$2,824 ","$2,858 ",$34 
10360,Fresno,Second,204,One Bedroom,One Bedroom,IL,A,  679 ,,6/30/2018,"$2,774 ","$2,650 ",($124)
10360,Fresno,Second,205,One Bedroom,One Bedroom,IL,A,  679 ,,1/13/2018,"$2,874 ","$2,895 ",$21 
10360,Fresno,Second,206,One Bedroom,One Bedroom,IL,A,  679 ,,12/17/2018,"$2,824 ","$2,300 ",($524)
10360,Fresno,Second,207,One Bedroom,One Bedroom,IL,A,  679 ,,11/21/2018,"$2,849 ","$2,200 ",($649)
10360,Fresno,Second,208,One Bedroom,One Bedroom,IL,A,  679 ,,8/31/2013,"$2,774 ","$2,134 ",($640)
10360,Fresno,Second,209,Two Bedroom,Two Bedroom,IL,A,  938 ,,6/30/2017,"$3,424 ","$3,447 ",$23 
10360,Fresno,Second,210,One Bedroom,One Bedroom,IL,B,  679 ,,1/18/2019,"$2,799 ","$2,799 ",$0 
10360,Fresno,Second,211,One Bedroom,One Bedroom,IL,B,  679 ,,10/28/2019,"$2,749 ","$2,599 ",($150)
10360,Fresno,Second,212,One Bedroom,One Bedroom,IL,A,  679 ,,7/18/2019,"$2,799 ",$288 ,"($2,512)"
10360,Fresno,Second,213,One Bedroom,One Bedroom,IL,B,  679 ,,7/31/2012,"$2,749 ","$2,805 ",$56 
10360,Fresno,Second,214,One Bedroom,One Bedroom,IL,B,  679 ,,8/31/2019,"$2,749 ","$2,749 ",$0 
10360,Fresno,Second,215,One Bedroom,One Bedroom,IL,B,  679 ,,4/30/2015,"$2,849 ","$2,633 ",($216)
10360,Fresno,Second,216,One Bedroom,One Bedroom,IL,A,  679 ,,3/23/2019,"$2,749 ","$2,800 ",$51 
10360,Fresno,Second,217,One Bedroom,One Bedroom,IL,A,  679 ,,9/27/2019,"$2,674 ","$3,000 ",$326 
10360,Fresno,Second,218,Two Bedroom,Two Bedroom,IL,C,  938 ,,8/31/2015,"$3,324 ","$2,661 ",($663)
10360,Fresno,Second,219,One Bedroom,One Bedroom,IL,C,  679 ,,7/26/2013,"$2,724 ","$1,782 ",($942)
10360,Fresno,Second,220,One Bedroom,One Bedroom,IL,C,  679 ,,9/29/2019,"$2,724 ","$2,700 ",($24)
10360,Fresno,Second,221,One Bedroom,One Bedroom,AL,B,  679 ,,11/21/2017,"$3,840 ","$4,080 ",$240 
10360,Fresno,Second,222,One Bedroom,One Bedroom,AL,C,  679 ,,9/30/2018,"$3,840 ","$2,700 ","($1,140)"
10360,Fresno,Second,223,One Bedroom,One Bedroom,AL,A,  679 ,,8/21/2019,"$3,840 ","$4,040 ",$200 
10360,Fresno,Second,224,One Bedroom,One Bedroom,AL,B,  679 ,74,,"$3,840 ",$0 ,"($3,840)"
10360,Fresno,Second,225,One Bedroom,One Bedroom,AL,A,  679 ,73,,"$4,040 ",$0 ,"($4,040)"
10360,Fresno,Second,226,One Bedroom,One Bedroom,AL,C,  679 ,,9/30/2018,"$3,840 ","$2,900 ",($940)
10360,Fresno,Second,227,One Bedroom,One Bedroom,AL,B,  679 ,,9/30/2016,"$3,840 ","$4,159 ",$319 
10360,Fresno,Second,228,One Bedroom,One Bedroom,AL,C,  679 ,,10/3/2017,"$3,840 ","$3,883 ",$43 
10360,Fresno,Second,229,One Bedroom,One Bedroom,AL,B,  679 ,,9/30/2018,"$3,840 ","$3,500 ",($340)
10360,Fresno,Second,230,One Bedroom,One Bedroom,AL,C,  679 ,,9/9/2017,"$3,840 ","$2,904 ",($936)
10360,Fresno,Second,231,One Bedroom,One Bedroom,AL,A,  679 ,,7/31/2012,"$3,840 ","$3,968 ",$128 
10360,Fresno,Second,232,One Bedroom,One Bedroom,AL,B,  679 ,,5/12/2018,"$3,840 ","$3,604 ",($236)
10360,Fresno,Second,233,One Bedroom,One Bedroom,AL,B,  679 ,,3/10/2018,"$3,840 ","$2,749 ","($1,091)"
10360,Fresno,Second,234,One Bedroom,One Bedroom,AL,A,  679 ,,6/14/2016,"$3,840 ","$3,555 ",($285)
10360,Fresno,Second,236,One Bedroom,One Bedroom,AL,B,  679 ,,5/31/2019,"$3,840 ","$3,000 ",($840)
10360,Fresno,Second,237,One Bedroom,One Bedroom,AL,A,  679 ,,1/25/2015,"$3,840 ","$4,327 ",$487 
10360,Fresno,Second,238,One Bedroom,One Bedroom,AL,B,  679 ,,2/26/2015,"$3,840 ","$4,008 ",$168 
10360,Fresno,Second,239,One Bedroom,One Bedroom,AL,A,  679 ,,9/13/2012,"$3,840 ","$4,075 ",$235 
10360,Fresno,Second,240,One Bedroom,One Bedroom,AL,B,  679 ,93,,"$3,840 ",$0 ,"($3,840)"
10360,Fresno,Second,241,One Bedroom,One Bedroom,AL,B,  679 ,32,,"$3,840 ",$0 ,"($3,840)"
10360,Fresno,Second,242,One Bedroom,One Bedroom,AL,B,  679 ,,3/31/2018,"$3,840 ","$3,046 ",($794)
10360,Fresno,Second,243,One Bedroom,One Bedroom,AL,B,  679 ,,7/29/2019,"$3,840 ","$3,650 ",($190)
10360,Fresno,Second,244,One Bedroom,One Bedroom,AL,B,  679 ,,4/27/2016,"$3,840 ","$3,613 ",($227)
10360,Fresno,Second,245,One Bedroom,One Bedroom,AL,B,  679 ,182,,"$3,840 ",$0 ,"($3,840)"
10360,Fresno,Second,246,One Bedroom,One Bedroom,AL,C,  679 ,,3/13/2013,"$3,840 ",$662 ,"($3,178)"
10360,Fresno,Second,247,One Bedroom,One Bedroom,AL,B,  679 ,119,,"$3,840 ",$0 ,"($3,840)"
10360,Fresno,Second,248,One Bedroom,One Bedroom,AL,C,  679 ,365,,"$3,480 ",$0 ,"($3,480)"
10360,Fresno,Second,249,One Bedroom,One Bedroom,AL,B,  679 ,,6/30/2019,"$3,840 ","$3,250 ",($590)
10360,Fresno,Second,250,One Bedroom,One Bedroom,AL,B,  679 ,62,,"$3,840 ",$0 ,"($3,840)"
10360,Fresno,Second,251,Two Bedroom,Two Bedroom,AL,B,  938 ,,4/30/2013,"$4,310 ","$4,075 ",($235)
10360,Fresno,Second,252,One Bedroom,One Bedroom,AL,B,  679 ,,1/31/2019,"$3,840 ","$2,950 ",($890)
10360,Fresno,Second,253,One Bedroom,One Bedroom,AL,B,  679 ,,2/28/2015,"$3,480 ","$2,403 ","($1,077)"
10360,Fresno,Second,254,One Bedroom,One Bedroom,AL,C,  679 ,,4/30/2019,"$3,840 ","$2,500 ","($1,340)"
10360,Fresno,Second,255,One Bedroom,One Bedroom,AL,B,  679 ,,3/25/2016,"$3,840 ","$4,159 ",$319 
10360,Fresno,Second,256,One Bedroom,One Bedroom,AL,C,  679 ,,2/27/2018,"$3,480 ","$3,698 ",$218 
10360,Fresno,Second,257,One Bedroom,One Bedroom,AL,B,  679 ,,1/31/2019,"$4,040 ","$2,500 ","($1,540)"
10360,Fresno,Second,258,One Bedroom,One Bedroom,AL,C,  679 ,,2/28/2018,"$3,840 ","$3,698 ",($142)
10360,Fresno,Second,259,One Bedroom,One Bedroom,AL,B,  679 ,49,,"$3,840 ",$0 ,"($3,840)"
10360,Fresno,Second,260,One Bedroom,One Bedroom,AL,C,  679 ,,2/29/2016,"$3,480 ","$2,200 ","($1,280)"
10360,Fresno,Second,261,One Bedroom,One Bedroom,IL,B,  679 ,,4/22/2018,"$2,799 ","$2,495 ",($304)
10360,Fresno,Second,262,One Bedroom,One Bedroom,IL,C,  679 ,,11/13/2018,"$2,699 ","$2,200 ",($499)
10360,Fresno,Second,263,One Bedroom,One Bedroom,IL,C,  679 ,,4/15/2019,"$2,824 ","$2,500 ",($324)
10360,Fresno,Second,264,One Bedroom,One Bedroom,IL,C,  679 ,,10/15/2016,"$2,774 ","$3,386 ",$612 
10360,Fresno,Second,265,One Bedroom,One Bedroom,IL,C,  679 ,,8/12/2019,"$2,799 ","$2,799 ",$0 
10360,Fresno,Second,266,One Bedroom,One Bedroom,IL,C,  679 ,,12/15/2008,"$2,699 ","$3,179 ",$480 
10360,Fresno,Second,267,One Bedroom,One Bedroom,IL,C,  679 ,,9/30/2012,"$2,699 ","$3,096 ",$397 
10360,Fresno,Second,268,One Bedroom,One Bedroom,IL,C,  679 ,,6/30/2014,"$2,749 ","$3,076 ",$327 
10360,Fresno,Second,269,Two Bedroom,Two Bedroom,IL,C,  938 ,,12/29/2016,"$3,374 ","$2,945 ",($429)
10360,Fresno,Second,270,One Bedroom,One Bedroom,IL,C,  679 ,,1/31/2019,"$2,749 ","$2,500 ",($249)
10360,Fresno,Second,271,One Bedroom,One Bedroom,IL,C,  679 ,,9/30/2019,"$2,774 ","$2,400 ",($374)
10360,Fresno,Second,273,One Bedroom,One Bedroom,IL,B,  679 ,,5/15/2013,"$2,724 ","$1,995 ",($729)
10360,Fresno,Second,274,One Bedroom,One Bedroom,IL,B,  679 ,,3/7/2011,"$2,774 ","$2,355 ",($419)
10360,Fresno,Second,275,One Bedroom,One Bedroom,IL,B,  679 ,,8/25/2013,"$2,849 ","$2,134 ",($715)
10360,Fresno,Second,276,Two Bedroom,Two Bedroom,IL,B,  938 ,,10/7/2015,"$3,624 ","$3,027 ",($597)
10360,Fresno,Second,277,One Bedroom,One Bedroom,IL,B,  679 ,,11/30/2014,"$2,699 ","$3,627 ",$928 
10360,Fresno,Second,278,One Bedroom,One Bedroom,IL,A,  679 ,,5/21/2013,"$2,799 ","$1,995 ",($804)
10360,Fresno,Second,279,One Bedroom,One Bedroom,IL,A,  679 ,,5/31/2019,"$2,999 ","$2,900 ",($99)
10360,Fresno,Second,280,Two Bedroom,Two Bedroom,IL,A,  938 ,,10/31/2010,"$3,449 ","$4,164 ",$715 
10360,Fresno,Second,280,Two Bedroom,Two Bedroom,IL,A,  938 ,,10/28/2019,"$3,449 ","$4,164 ",$715 
10360,Fresno,Second,281,One Bedroom,One Bedroom,IL,A,  679 ,,3/31/2018,"$2,849 ","$3,027 ",$178 
10360,Fresno,Second,282,Two Bedroom,Two Bedroom,IL,A,  938 ,,12/31/2018,"$3,599 ","$3,250 ",($349)
10360,Fresno,Second,283,One Bedroom,One Bedroom,IL,A,  679 ,,8/30/2019,"$2,799 ","$2,750 ",($49)
10360,Fresno,Second,284,One Bedroom,One Bedroom,IL,A,  679 ,,9/29/2018,"$2,849 ","$2,200 ",($649)
10360,Fresno,Second,285,One Bedroom,One Bedroom,IL,A,  679 ,,9/29/2018,"$2,849 ","$2,200 ",($649)
10360,Fresno,Second,286,One Bedroom,One Bedroom,IL,A,  679 ,,4/30/2018,"$2,799 ","$2,967 ",$168 
10360,Fresno,Second,287,Two Bedroom,Two Bedroom,IL,A,  938 ,,11/23/2015,"$3,599 ","$3,700 ",$101 
10360,Fresno,Second,288,Two Bedroom,Two Bedroom,IL,A,  938 ,,1/31/2019,"$3,424 ","$3,499 ",$75 
10370,Litchfield Hills,First,101,Studio,Studio,AL,A,  260 ,,10/8/2019,"$4,600 ","$3,450 ","($1,150)"
10370,Litchfield Hills,First,102,Studio,Studio,AL,A,  260 ,,5/12/2016,"$4,600 ","$5,393 ",$793 
10370,Litchfield Hills,First,103,One Bedroom,One Bedroom,AL,A,  370 ,,6/1/2018,"$5,720 ","$5,903 ",$183 
10370,Litchfield Hills,First,104,One Bedroom,One Bedroom,AL,A,  370 ,,8/31/2017,"$5,720 ","$6,126 ",$406 
10370,Litchfield Hills,First,105,Two Bedroom,Two Bedroom,AL,A,  405 ,,2/25/2015,"$7,580 ","$3,194 ","($4,386)"
10370,Litchfield Hills,First,106,Two Bedroom,Two Bedroom,AL,A,  405 ,,6/27/2017,"$5,830 ","$3,795 ","($2,035)"
10370,Litchfield Hills,First,109,Two Bedroom,Two Bedroom,AL,B,  405 ,,9/26/2019,"$7,580 ","$4,375 ","($3,205)"
10370,Litchfield Hills,First,110,Two Bedroom,Two Bedroom,AL,B,  405 ,,5/24/2017,"$5,830 ","$6,197 ",$367 
10370,Litchfield Hills,First,111,One Bedroom,One Bedroom,AL,B,  370 ,25,,"$5,720 ",$0 ,"($5,720)"
10370,Litchfield Hills,First,112,One Bedroom,One Bedroom,AL,B,  370 ,365,,"$5,720 ",$0 ,"($5,720)"
10370,Litchfield Hills,First,113,Studio,Alcove,AL,B,  290 ,,5/16/2014,"$5,570 ","$5,290 ",($280)
10370,Litchfield Hills,First,114,Studio,Studio,AL,A,  260 ,,4/18/2019,"$4,600 ","$4,050 ",($550)
10370,Litchfield Hills,First,115,Studio,Studio,AL,A,  260 ,26,,"$4,600 ",$0 ,"($4,600)"
10370,Litchfield Hills,First,116,Studio,Studio,AL,A,  260 ,,9/27/2018,"$4,600 ","$4,150 ",($450)
10370,Litchfield Hills,First,117,One Bedroom,One Bedroom,AL,A,  370 ,,5/30/2019,"$5,720 ","$4,200 ","($1,520)"
10370,Litchfield Hills,First,118,Two Bedroom,Two Bedroom,AL,A,  405 ,,3/21/2018,"$7,580 ","$5,830 ","($1,750)"
10370,Litchfield Hills,First,119,Two Bedroom,Two Bedroom,AL,B,  405 ,,11/7/2014,"$5,830 ","$5,866 ",$36 
10370,Litchfield Hills,First,120,One Bedroom,One Bedroom,AL,B,  370 ,,2/13/2017,"$5,720 ","$6,023 ",$303 
10370,Litchfield Hills,First,121,Studio,Studio,AL,B,  260 ,49,,"$4,600 ",$0 ,"($4,600)"
10370,Litchfield Hills,First,122,Studio,Studio,AL,B,  260 ,,6/30/2019,"$4,600 ","$3,350 ","($1,250)"
10370,Litchfield Hills,First,123,Studio,Studio,AL,B,  260 ,,9/22/2014,"$4,600 ","$4,393 ",($207)
10370,Litchfield Hills,First,124,Studio,Studio,AL,B,  260 ,,8/27/2018,"$4,600 ","$4,150 ",($450)
10370,Litchfield Hills,Second,201,Studio,Studio,MC,B,  260 ,,9/19/2016,"$6,795 ","$6,414 ",($381)
10370,Litchfield Hills,Second,202,Studio,Studio,MC,B,  260 ,18,,"$6,795 ",$0 ,"($6,795)"
10370,Litchfield Hills,Second,203,Studio,Studio,MC,B,  260 ,,1/17/2019,"$6,795 ","$5,300 ","($1,495)"
10370,Litchfield Hills,Second,204,One Bedroom,One Bedroom,MC,B,  370 ,,2/28/2015,"$7,195 ","$4,700 ","($2,495)"
10370,Litchfield Hills,Second,205,One Bedroom,One Bedroom,MC,B,  370 ,,5/31/2019,"$7,195 ",$750 ,"($6,445)"
10370,Litchfield Hills,Second,206,Two Bedroom,Two Bedroom,MC,B,  405 ,,4/30/2019,"$9,590 ","$5,700 ","($3,890)"
10370,Litchfield Hills,Second,208,Studio,Studio,MC,B,  260 ,,8/4/2016,"$6,795 ","$5,100 ","($1,695)"
10370,Litchfield Hills,Second,209,Studio,Studio,MC,B,  260 ,,11/19/2018,"$6,795 ","$5,500 ","($1,295)"
10370,Litchfield Hills,Second,210,Studio,Studio,MC,B,  260 ,,12/18/2018,"$6,795 ","$4,995 ","($1,800)"
10370,Litchfield Hills,Second,211,Studio,Studio,MC,B,  260 ,,8/10/2018,"$6,795 ","$5,465 ","($1,330)"
10370,Litchfield Hills,Second,212,Two Bedroom,Two Bedroom,MC,B,  405 ,,8/30/2019,"$9,590 ","$6,750 ","($2,840)"
10370,Litchfield Hills,Second,213,Two Bedroom,Two Bedroom,MC,B,  405 ,,12/31/2018,"$9,590 ",$750 ,"($8,840)"
10370,Litchfield Hills,Second,214,One Bedroom,One Bedroom,MC,B,  370 ,,12/27/2018,"$7,195 ","$5,100 ","($2,095)"
10370,Litchfield Hills,Second,215,One Bedroom,One Bedroom,MC,B,  370 ,,7/18/2019,"$7,195 ","$5,500 ","($1,695)"
10370,Litchfield Hills,Second,216,Studio,Alcove,MC,B,  290 ,,9/12/2018,"$7,195 ","$5,500 ","($1,695)"
10370,Litchfield Hills,Second,217,Studio,Studio,MC,B,  260 ,109,,"$6,795 ",$0 ,"($6,795)"
10370,Litchfield Hills,Second,218,Studio,Studio,MC,B,  260 ,,6/30/2019,"$6,795 ","$5,100 ","($1,695)"
10370,Litchfield Hills,Second,225,Studio,Studio,MC,B,  260 ,,6/15/2012,"$6,795 ","$6,375 ",($420)
10370,Litchfield Hills,Second,226,One Bedroom,One Bedroom,MC,B,  370 ,,8/30/2017,"$7,195 ","$5,468 ","($1,727)"
10370,Litchfield Hills,Second,227,One Bedroom,One Bedroom,MC,B,  370 ,,7/30/2019,"$7,195 ","$5,500 ","($1,695)"
10370,Litchfield Hills,Second,228,Studio,Studio,MC,B,  260 ,,12/31/2018,"$6,795 ","$5,300 ","($1,495)"
10370,Litchfield Hills,Second,230,Two Bedroom,Two Bedroom,MC,B,  405 ,,2/15/2018,"$9,590 ","$3,995 ","($5,595)"
10370,Litchfield Hills,Second,231,Studio,Studio,MC,B,  260 ,,4/10/2018,"$6,795 ","$4,995 ","($1,800)"
10370,Litchfield Hills,Second,232,One Bedroom,One Bedroom,MC,B,  370 ,,10/30/2019,"$9,590 ","$5,995 ","($3,595)"
10370,Litchfield Hills,Second,233,Studio,Studio,MC,B,  260 ,,7/23/2019,"$6,795 ","$5,500 ","($1,295)"
10370,Litchfield Hills,Second,234,Studio,Studio,MC,B,  260 ,,1/31/2019,"$6,795 ","$4,500 ","($2,295)"
10370,Litchfield Hills,Second,235,Studio,Studio,MC,B,  260 ,,2/18/2019,"$6,795 ","$5,100 ","($1,695)"
10370,Litchfield Hills,Ground,P1,Studio,Studio,AL,C,  240 ,365,,"$4,600 ",$0 ,"($4,600)"
10370,Litchfield Hills,Ground,P10,Studio,Studio,AL,B,  260 ,365,,"$4,600 ",$0 ,"($4,600)"
10370,Litchfield Hills,Ground,P11,Studio,Studio,AL,B,  260 ,365,,"$4,600 ",$0 ,"($4,600)"
10370,Litchfield Hills,Ground,P12,Two Bedroom,Two Bedroom,AL,B,  405 ,308,,"$5,830 ",$0 ,"($5,830)"
10370,Litchfield Hills,Ground,P13,One Bedroom,One Bedroom,AL,B,  370 ,,7/31/2019,"$5,720 ","$4,600 ","($1,120)"
10370,Litchfield Hills,Ground,P14,Studio,Alcove,AL,B,  315 ,,11/30/2017,"$4,600 ","$2,500 ","($2,100)"
10370,Litchfield Hills,Ground,P15,Studio,Studio,AL,B,  260 ,,4/11/2019,"$4,600 ","$2,000 ","($2,600)"
10370,Litchfield Hills,Ground,P2,Studio,Studio,AL,C,  200 ,346,,"$4,600 ",$0 ,"($4,600)"
10370,Litchfield Hills,Ground,P3,Studio,Studio,AL,C,  230 ,,6/30/2019,"$4,600 ","$3,200 ","($1,400)"
10370,Litchfield Hills,Ground,P4,Studio,Studio,AL,B,  260 ,,4/15/2019,"$4,600 ","$2,100 ","($2,500)"
10370,Litchfield Hills,Ground,P5,Studio,Studio,AL,B,  260 ,,10/31/2014,"$4,600 ","$5,398 ",$798 
10370,Litchfield Hills,Ground,P6,Studio,Studio,AL,B,  260 ,196,,"$4,600 ",$0 ,"($4,600)"
10370,Litchfield Hills,Ground,P7,Studio,Studio,AL,B,  260 ,,4/7/2014,"$4,600 ","$4,318 ",($282)
10370,Litchfield Hills,Ground,P8,One Bedroom,One Bedroom,AL,B,  370 ,,3/31/2019,"$5,720 ","$2,100 ","($3,620)"
10370,Litchfield Hills,Ground,P9,Two Bedroom,Two Bedroom,AL,B,  405 ,365,,"$5,830 ",$0 ,"($5,830)"
10359,Grand Prairie,First,A100,Studio,Studio,AL,B,  316 ,,3/23/2015,"$2,525 ","$2,924 ",$399 
10359,Grand Prairie,First,A101,Studio,Studio,AL,B,  318 ,,12/17/2015,"$2,525 ","$2,624 ",$99 
10359,Grand Prairie,First,A102,Studio,Studio,AL,B,  274 ,,3/19/2018,"$2,405 ","$2,512 ",$107 
10359,Grand Prairie,First,A103,Studio,Studio,AL,B,  271 ,,3/31/2016,"$2,405 ","$2,501 ",$96 
10359,Grand Prairie,First,A104,Studio,Studio,AL,A,  333 ,,5/31/2018,"$2,650 ","$2,639 ",($11)
10359,Grand Prairie,First,A105,Studio,Studio,AL,A,  329 ,,2/13/2019,"$2,650 ","$2,650 ",$0 
10359,Grand Prairie,First,A106,Studio,Studio,AL,A,  332 ,,8/31/2018,"$2,650 ","$2,295 ",($355)
10359,Grand Prairie,First,A107,Studio,Studio,AL,A,  329 ,,9/15/2018,"$2,650 ","$2,650 ",$0 
10359,Grand Prairie,First,A108,Studio,Studio,AL,C,  274 ,,3/31/2019,"$2,405 ","$2,350 ",($55)
10359,Grand Prairie,First,A109,Studio,Studio,AL,C,  276 ,,1/31/2019,"$2,405 ","$2,350 ",($55)
10359,Grand Prairie,First,A110,Studio,Studio,AL,C,  316 ,,6/19/2015,"$2,525 ","$2,285 ",($240)
10359,Grand Prairie,First,A111,Studio,Studio,AL,C,  314 ,,12/31/2015,"$2,525 ","$2,624 ",$99 
10359,Grand Prairie,Second,A200,One Bedroom,One Bedroom,AL,C,  461 ,,11/28/2016,"$2,790 ","$2,896 ",$106 
10359,Grand Prairie,Second,A201,One Bedroom,One Bedroom,AL,C,  457 ,,11/30/2018,"$2,790 ","$2,690 ",($100)
10359,Grand Prairie,Second,A202,One Bedroom,One Bedroom,AL,A,  480 ,,9/15/2016,"$2,850 ","$2,955 ",$105 
10359,Grand Prairie,Second,A203,One Bedroom,One Bedroom,AL,A,  472 ,,6/19/2019,"$2,850 ","$2,850 ",$0 
10359,Grand Prairie,Second,A204,One Bedroom,One Bedroom,AL,A,  479 ,28,,"$2,850 ",$0 ,"($2,850)"
10359,Grand Prairie,Second,A205,One Bedroom,One Bedroom,AL,A,  464 ,,10/16/2017,"$2,850 ","$2,947 ",$97 
10359,Grand Prairie,Second,A206,One Bedroom,One Bedroom,AL,C,  462 ,,2/3/2015,"$2,790 ","$3,172 ",$382 
10359,Grand Prairie,Second,A207,One Bedroom,One Bedroom,AL,C,  461 ,,11/23/2015,"$2,790 ","$2,040 ",($750)
10359,Grand Prairie,First,B112,Studio,Studio,AL,B,  316 ,,7/31/2019,"$2,525 ","$2,525 ",$0 
10359,Grand Prairie,First,B113,Studio,Studio,AL,B,  319 ,,12/14/2017,"$2,525 ","$2,525 ",$0 
10359,Grand Prairie,First,B114,Studio,Studio,AL,B,  274 ,,7/31/2015,"$2,405 ","$2,350 ",($55)
10359,Grand Prairie,First,B115,Studio,Studio,AL,B,  271 ,78,,"$2,405 ",$0 ,"($2,405)"
10359,Grand Prairie,First,B116,Studio,Studio,AL,B,  333 ,,8/9/2019,"$2,650 ","$2,650 ",$0 
10359,Grand Prairie,First,B117,Studio,Studio,AL,B,  329 ,,2/27/2017,"$2,650 ","$2,752 ",$102 
10359,Grand Prairie,First,B118,Studio,Studio,AL,C,  332 ,,8/15/2013,"$2,650 ","$2,763 ",$113 
10359,Grand Prairie,First,B119,Studio,Studio,AL,C,  329 ,,3/31/2019,"$2,650 ","$2,550 ",($100)
10359,Grand Prairie,First,B120,Studio,Studio,AL,B,  274 ,,11/30/2012,"$2,405 ","$2,806 ",$401 
10359,Grand Prairie,First,B121,Studio,Studio,AL,B,  281 ,,9/30/2018,"$2,405 ","$2,075 ",($330)
10359,Grand Prairie,First,B122,Studio,Studio,AL,B,  316 ,,3/31/2019,"$2,525 ","$2,475 ",($50)
10359,Grand Prairie,Second,B208,One Bedroom,One Bedroom,AL,C,  461 ,,11/25/2014,"$2,790 ","$2,805 ",$15 
10359,Grand Prairie,Second,B209,One Bedroom,One Bedroom,AL,C,  456 ,,8/31/2019,"$2,790 ","$2,650 ",($140)
10359,Grand Prairie,Second,B210,One Bedroom,One Bedroom,AL,B,  479 ,,3/23/2018,"$2,850 ","$2,913 ",$63 
10359,Grand Prairie,Second,B211,One Bedroom,One Bedroom,AL,B,  464 ,,10/27/2016,"$2,850 ","$2,822 ",($28)
10359,Grand Prairie,Second,B212,One Bedroom,One Bedroom,AL,B,  479 ,,1/29/2016,"$2,850 ","$2,955 ",$105 
10359,Grand Prairie,Second,B213,One Bedroom,One Bedroom,AL,B,  464 ,,8/1/2017,"$2,850 ","$3,197 ",$347 
10359,Grand Prairie,Second,B214,One Bedroom,One Bedroom,AL,B,  462 ,,1/31/2019,"$2,790 ","$2,690 ",($100)
10359,Grand Prairie,First,C123,One Bedroom,One Bedroom,AL,B,  475 ,,11/19/2015,"$3,105 ","$2,725 ",($380)
10359,Grand Prairie,First,C124,One Bedroom,One Bedroom,AL,A,  462 ,47,,"$3,050 ",$0 ,"($3,050)"
10359,Grand Prairie,First,C125,One Bedroom,One Bedroom,AL,A,  466 ,,9/29/2016,"$3,105 ","$1,697 ","($1,408)"
